City,State,Latitude,Longitude,Population,Annual Checkup,Arthritis,Binge Drinking,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,COPD,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
Alexandria,VA,38.8225377932,-77.1357399715,7151,71.2,19.1,16.7,4.1,73.6,2.5,63.3,4.9,36.0,34.0,4.1,9.2,18.5,58.9,9.3,17.9,29.8,31.2,82.1,12.7,30.8,85.0,11.1,23.8,37.3,2.5,72.2,15.1
Baltimore,MD,39.300362669,-76.612867538,3223,68.6,14.1,23.3,3.3,72.3,1.7,69.2,3.4,42.3,40.0,2.9,9.8,15.7,66.7,5.4,7.7,20.6,24.3,84.6,11.4,25.1,,6.6,16.4,37.2,1.5,64.2,8.8
Baltimore,MD,39.3468515755,-76.6336711692,3730,74.9,24.1,19.0,7.2,85.2,2.3,75.3,4.4,47.9,44.3,5.1,8.8,11.1,77.1,7.7,4.9,28.7,34.3,83.7,8.4,22.7,,7.3,15.6,32.5,2.2,78.5,6.2
Baltimore,MD,39.3498097121,-76.6163049187,2046,75.4,26.1,17.1,6.2,77.8,3.1,67.9,6.3,38.4,35.0,6.2,11.1,16.6,64.2,11.4,8.6,34.0,35.2,83.2,12.1,28.7,,10.3,23.5,37.0,3.5,80.2,14.1
Baltimore,MD,39.3032181228,-76.6047451279,2126,80.6,36.5,11.0,5.7,73.9,5.4,53.7,12.2,23.3,23.0,9.8,15.3,31.1,35.3,23.3,18.9,52.7,41.6,84.9,18.8,48.4,,20.1,43.9,50.8,8.1,82.7,35.9
Richmond,VA,37.5198754831,-77.473783082,5858,74.7,24.7,16.9,5.9,78.8,3.1,65.1,6.5,32.1,33.8,6.0,9.7,18.9,66.7,11.8,13.3,34.9,34.8,83.6,12.5,32.7,84.9,12.1,24.3,38.0,3.6,79.0,15.7
Richmond,VA,37.5562389053,-77.4855495696,1364,68.8,16.2,23.5,4.8,77.6,1.8,71.1,3.6,41.0,43.5,3.4,7.8,12.9,78.5,5.7,8.3,21.9,28.4,84.2,9.7,23.4,86.1,7.2,14.3,31.2,1.6,71.6,7.2
Washington,DC,38.9462265217,-77.0705246905,5008,76.8,15.3,27.9,5.6,83.2,1.8,75.1,3.2,42.0,37.0,3.3,8.0,9.9,87.5,4.9,3.5,19.7,29.6,80.7,7.5,16.5,87.3,5.5,9.3,28.6,1.5,72.1,4.6
Baltimore,MD,39.2687022722,-76.6776615598,4050,75.2,34.8,15.9,8.7,76.9,4.1,64.2,10.5,36.5,31.9,10.2,12.0,23.7,54.0,13.7,13.4,41.4,41.5,79.1,14.6,30.6,,15.1,32.4,38.7,5.3,81.5,22.0
Baltimore,MD,39.2849727618,-76.6401704308,1920,73.4,26.5,16.8,4.7,72.6,3.4,57.4,8.8,32.9,31.1,6.6,13.3,28.1,46.5,13.1,16.7,36.3,34.6,82.1,17.0,38.6,,14.8,32.3,45.5,4.2,74.1,23.8
Richmond,VA,37.5742432668,-77.430003311,2338,80.2,30.1,12.9,6.0,77.2,4.3,61.9,8.5,24.1,28.5,7.9,11.6,23.4,54.8,19.0,19.4,48.5,39.1,85.2,14.5,41.4,85.0,16.0,33.9,44.8,5.9,83.7,24.8
Baltimore,MD,39.3349699689,-76.54042094,4911,79.8,28.6,15.1,5.6,79.0,3.4,65.0,7.3,34.5,34.4,6.4,12.9,22.4,54.7,14.4,12.1,41.6,35.5,84.8,13.9,38.8,,12.7,29.5,45.7,4.2,79.7,17.8
Alexandria,VA,38.8012387817,-77.0668298261,3910,69.1,14.3,23.3,4.5,80.7,1.5,75.8,2.6,49.1,46.4,2.7,7.1,10.0,78.6,4.8,7.4,20.4,26.4,82.8,8.0,20.8,87.3,5.9,11.3,29.0,1.3,69.0,5.1
Baltimore,MD,39.3686120077,-76.6890442968,3788,76.4,29.5,16.8,9.2,79.6,3.3,73.2,6.4,44.4,38.8,8.1,9.6,13.4,68.8,9.9,7.8,35.1,37.3,81.7,9.9,23.3,,9.4,21.8,32.7,3.7,82.3,10.9
Baltimore,MD,39.3139755843,-76.6839809071,3344,82.5,31.3,13.5,6.4,80.5,4.0,66.8,7.5,31.3,31.6,7.7,12.8,20.2,54.7,17.4,12.0,47.8,37.6,85.6,12.8,39.5,,13.0,30.6,45.8,5.3,83.2,19.7
Washington,DC,38.8813275374,-76.9959253804,2812,73.7,12.2,34.2,4.0,75.8,1.5,73.8,3.1,38.6,34.4,2.6,8.1,13.6,84.3,4.2,4.8,17.4,25.5,81.4,8.7,17.6,87.9,5.5,10.1,30.5,1.3,66.3,7.0
Richmond,VA,37.5112625299,-77.4000067356,1575,77.8,29.5,13.1,5.5,75.3,4.3,57.4,9.5,23.8,27.6,7.8,12.1,26.6,50.2,18.1,21.0,44.0,37.2,84.1,16.6,42.5,84.5,17.5,35.9,45.4,5.9,81.3,28.2
Washington,DC,38.8931929194,-76.992527802,2910,75.5,13.3,31.1,4.6,83.1,1.6,75.6,2.9,39.2,36.2,2.7,8.2,11.3,87.1,4.6,3.5,18.6,26.5,82.0,7.9,18.1,88.9,5.3,8.8,30.1,1.4,69.0,5.1
Baltimore,MD,39.2944297801,-76.5806136433,3265,71.6,19.1,20.0,3.9,71.1,2.4,65.1,5.2,36.4,34.6,4.0,11.3,20.4,57.7,8.6,13.6,28.8,29.2,83.9,13.3,32.0,,9.7,24.0,40.9,2.5,70.0,15.5
Baltimore,MD,39.2856222017,-76.6558428566,1691,79.2,34.9,11.1,5.2,70.8,5.5,51.1,12.8,22.3,21.4,9.9,15.9,33.8,31.2,22.6,21.4,49.8,39.8,84.3,20.5,49.1,,20.8,45.8,51.6,8.3,80.4,40.8
Baltimore,MD,39.2995118934,-76.6091282783,5237,69.2,18.3,21.1,2.3,55.8,2.9,44.6,7.8,23.8,,5.5,11.8,39.2,29.6,12.1,26.0,37.8,30.9,82.5,18.8,44.3,,14.8,37.0,51.8,3.9,62.7,37.3
Baltimore,MD,39.3090800434,-76.6687935511,3412,80.7,32.8,12.5,5.6,74.9,4.6,58.9,9.8,26.0,25.3,8.7,14.4,27.3,41.9,19.8,16.8,48.7,38.6,84.7,16.7,44.4,,16.7,38.4,49.3,6.6,81.6,29.7
Washington,DC,38.9002079893,-77.0538622585,6756,74.3,14.1,27.3,4.5,70.7,2.0,69.9,4.0,36.3,29.5,3.9,8.9,13.3,80.1,5.4,5.5,18.6,27.0,78.5,10.4,16.6,82.1,6.6,12.7,30.5,1.9,70.8,9.9
Baltimore,MD,39.3015364673,-76.6175116497,5072,71.5,18.7,21.3,4.9,74.0,2.3,72.8,4.1,40.2,37.2,4.5,9.8,14.2,67.9,7.8,7.9,26.6,29.0,83.9,10.5,24.5,,7.3,17.8,35.3,2.4,74.5,10.3
Washington,DC,38.9097373995,-77.0133154357,3028,78.6,15.6,26.1,4.0,76.8,2.2,69.3,4.1,29.2,27.8,3.4,9.8,17.2,76.2,8.0,7.2,27.3,28.7,83.7,10.3,25.6,87.5,7.9,15.4,37.9,2.4,72.4,12.6
Baltimore,MD,39.3056714476,-76.5861658745,1564,79.2,31.8,12.1,5.0,70.4,4.6,54.6,10.7,23.1,24.4,7.9,15.7,31.5,36.5,19.2,19.8,47.8,38.2,83.6,19.2,46.2,,18.0,41.6,50.7,6.6,79.6,34.1
Washington,DC,38.8965143158,-76.9804422228,3822,81.8,21.0,20.5,4.5,75.7,3.1,62.7,6.4,25.2,23.8,4.8,12.0,22.4,67.6,11.7,9.6,36.5,33.7,82.8,13.2,31.9,87.4,11.5,21.8,42.5,3.9,76.2,20.5
Baltimore,MD,39.2981416687,-76.6481617162,2525,80.1,31.7,13.1,5.3,72.1,4.4,58.6,9.7,25.7,25.0,8.2,14.5,28.6,40.9,19.1,17.4,49.2,39.2,84.7,17.0,44.3,,16.6,38.7,49.9,6.3,80.6,30.6
Baltimore,MD,39.3450840328,-76.6198507606,4525,68.4,9.1,30.0,2.4,63.2,1.0,75.3,2.5,47.2,45.8,1.8,10.7,12.1,78.5,2.7,5.9,11.8,17.4,81.7,11.9,16.4,,4.5,11.6,31.8,0.7,57.5,7.0
Alexandria,VA,38.8087487417,-77.0763890219,2909,70.1,18.1,19.6,4.8,78.1,2.0,71.4,4.1,43.8,41.6,3.6,8.4,14.0,70.9,6.7,11.3,25.0,29.8,82.4,10.4,24.9,86.7,8.6,16.6,31.5,1.9,72.1,9.8
Washington,DC,38.9107790031,-77.0389514661,5051,72.6,10.3,32.7,3.7,80.3,1.4,73.2,2.3,40.7,36.2,2.2,7.6,10.6,86.4,3.4,3.6,14.3,23.3,81.3,7.8,16.3,88.5,4.6,8.1,29.6,1.0,61.3,4.3
Baltimore,MD,39.2909681072,-76.6478201624,1846,80.3,33.5,12.2,5.5,73.1,4.9,55.3,10.4,25.6,24.3,8.8,14.5,28.6,39.3,20.7,17.2,50.5,39.9,85.1,17.5,46.2,,17.7,40.0,50.0,7.0,81.6,31.7
Washington,DC,38.8484629857,-76.9744329125,2859,82.1,22.7,17.0,3.8,68.9,3.9,53.7,8.8,19.3,18.2,5.5,14.0,30.9,51.8,14.4,14.1,37.7,33.5,82.6,17.9,39.4,86.7,15.5,30.9,48.1,5.2,73.7,33.1
Washington,DC,38.9140985417,-77.0062781095,2407,81.3,17.0,24.3,4.4,78.6,2.4,67.9,4.2,29.4,26.9,3.8,10.1,16.4,76.9,8.8,7.0,30.5,29.9,84.2,10.0,26.5,87.8,8.1,15.9,38.5,2.7,74.9,13.4
Washington,DC,38.927995991,-77.1075153424,2092,80.1,20.7,24.1,7.6,89.7,2.2,74.8,4.1,41.8,37.7,4.6,8.0,9.8,88.5,6.5,2.9,25.2,35.4,80.5,7.2,18.3,88.5,6.7,10.3,28.1,2.0,76.6,4.7
Baltimore,MD,39.2980892861,-76.6363266478,2388,81.1,34.4,12.1,5.9,75.8,4.9,60.4,10.4,26.0,25.9,9.5,14.3,27.0,42.2,21.2,16.7,51.6,40.9,84.9,16.3,44.7,,17.2,38.5,48.8,7.0,82.6,28.9
Baltimore,MD,39.3063709462,-76.6480513427,2699,79.8,29.8,13.5,4.9,72.7,4.0,58.9,8.9,26.5,26.4,7.2,14.4,28.1,42.2,17.6,17.1,46.2,36.9,85.1,16.8,44.0,,15.5,37.3,49.8,5.6,79.4,28.6
Richmond,VA,37.5621338941,-77.4442242067,2932,77.2,20.0,16.1,4.1,67.4,3.0,62.5,5.5,26.1,28.6,5.0,10.8,18.3,61.2,12.1,16.0,34.6,31.0,86.6,13.7,34.4,84.6,11.2,25.9,41.6,3.7,76.5,20.4
Baltimore,MD,39.3477502106,-76.6834692342,3175,81.6,35.3,12.0,6.2,78.2,4.8,61.8,10.5,26.8,27.9,9.2,14.8,27.1,43.4,21.1,16.5,50.6,40.1,84.2,16.2,44.3,,17.2,38.5,48.8,6.8,83.1,27.9
Washington,DC,38.9639666631,-77.0156075435,1969,84.6,23.7,19.6,6.5,85.3,3.3,70.4,5.5,29.0,27.0,5.8,10.0,15.1,77.4,12.4,6.8,38.4,35.3,83.9,9.3,28.1,88.6,9.7,18.1,38.4,4.0,81.4,12.8
Baltimore,MD,39.323310181,-76.5804566301,3881,77.8,25.9,16.5,5.2,77.2,3.0,65.1,6.7,35.5,34.8,5.7,12.2,21.9,56.4,12.1,11.5,37.7,34.0,84.0,13.6,36.4,,11.7,27.6,44.1,3.6,77.1,16.7
Alexandria,VA,38.838068099,-77.0814858529,2797,70.8,17.3,21.6,5.6,85.2,1.7,77.0,2.9,50.2,46.6,2.9,7.5,9.6,81.6,5.0,5.9,21.8,28.8,83.5,8.0,20.9,88.5,6.3,11.2,27.9,1.3,72.4,4.5
Washington,DC,38.8340938046,-76.9897525071,3177,83.5,26.2,16.3,4.8,73.7,4.3,57.6,9.5,20.3,20.0,6.8,13.7,28.7,55.3,16.5,13.3,43.0,37.4,81.2,16.4,38.8,86.9,15.9,30.4,46.8,6.0,78.5,30.6
Baltimore,MD,39.3086414779,-76.6139098817,1751,74.4,21.1,19.3,4.0,73.5,2.7,64.4,5.5,33.6,33.5,4.7,11.6,21.0,56.8,10.9,11.2,33.4,30.5,85.5,13.3,34.6,,10.2,24.3,43.0,3.1,74.1,16.5
Baltimore,MD,39.3488216623,-76.5722858993,3148,78.9,28.0,17.0,6.8,82.6,3.1,70.5,6.2,37.8,36.6,6.5,11.2,17.6,64.8,12.4,9.0,39.3,35.8,84.0,11.2,32.2,,10.5,23.9,40.4,3.7,80.9,13.3
Washington,DC,38.8877299699,-76.9801035038,1949,79.2,16.2,26.6,4.5,79.3,2.3,69.8,3.9,30.3,28.5,3.5,9.5,15.9,78.9,7.8,6.2,27.7,28.8,83.5,9.6,24.6,88.7,7.5,14.2,36.9,2.4,73.8,11.6
Washington,DC,38.9390531288,-77.0301378132,5973,76.1,15.6,25.8,3.8,74.5,2.4,64.2,4.6,26.4,25.1,3.8,9.6,18.3,72.1,8.4,12.3,25.8,29.6,82.1,11.2,26.0,86.9,9.2,18.6,37.3,2.6,70.7,16.3
Washington,DC,38.9417827179,-77.0224057286,3618,80.4,18.8,23.4,5.0,79.9,2.7,68.5,4.7,28.6,26.7,4.5,9.7,16.5,75.9,9.9,8.2,31.7,31.9,83.2,10.1,26.8,88.0,8.9,17.2,37.8,3.1,76.7,13.7
Baltimore,MD,39.340655626,-76.5744301443,1914,76.2,23.9,19.8,5.9,82.6,2.4,71.6,5.0,42.0,41.5,4.9,10.3,15.8,70.2,9.1,6.9,31.4,32.8,83.8,10.6,29.4,,8.8,19.2,38.0,2.5,76.7,9.1
Baltimore,MD,39.314834612,-76.5349991914,1575,79.1,24.5,15.6,4.3,75.1,3.1,64.3,6.4,30.2,31.4,5.2,13.3,23.5,51.1,13.3,13.4,38.3,31.5,85.6,14.7,40.0,,11.9,29.7,47.6,3.8,76.2,20.0
Richmond,VA,37.4914996631,-77.5087852267,4754,73.8,24.3,15.3,4.4,69.8,3.5,56.9,7.9,25.6,29.0,6.2,11.2,25.8,50.7,14.8,26.0,38.1,35.2,84.0,16.1,39.7,83.3,15.6,34.6,44.1,4.4,77.5,26.2
Washington,DC,38.9244247025,-77.0908660533,6709,79.3,20.4,23.7,7.3,83.9,2.4,73.9,4.5,40.8,35.0,4.9,8.4,10.6,86.1,6.7,3.8,25.3,34.6,79.8,8.2,17.8,87.1,7.1,11.7,28.4,2.2,77.6,6.2
Richmond,VA,37.5623968899,-77.4977324832,1267,71.1,18.4,22.4,6.1,81.6,1.9,76.1,3.6,44.0,46.1,3.8,7.7,11.2,82.4,5.8,6.6,22.8,30.0,84.0,8.7,21.5,85.8,6.8,13.2,29.1,1.7,75.4,5.4
Washington,DC,38.887703366,-76.9983053722,1909,75.7,14.4,30.7,5.5,83.9,1.6,77.7,2.9,43.3,38.8,3.1,7.9,9.8,88.5,4.3,3.0,18.0,27.8,81.3,7.4,16.3,88.7,5.0,8.1,27.9,1.4,70.6,3.9
Washington,DC,38.9033049952,-77.003330428,3933,77.1,13.0,28.3,3.7,78.5,1.9,71.5,3.0,30.8,29.0,2.7,9.0,12.8,81.9,6.0,4.8,22.3,25.5,85.3,8.9,21.9,88.7,6.0,11.2,34.2,1.8,70.6,8.4
Baltimore,MD,39.3446843269,-76.6770689806,2993,79.9,32.8,12.5,5.3,72.6,4.7,57.3,10.6,24.8,24.9,8.6,14.9,29.7,38.2,20.2,18.7,48.6,39.0,84.2,17.9,45.7,,17.6,40.6,50.1,6.8,80.7,32.6
Washington,DC,38.918099224,-77.0437381559,2797,73.7,10.7,32.9,4.0,81.3,1.4,75.2,2.2,41.5,36.2,2.1,7.6,9.9,87.8,3.5,3.3,15.0,23.6,82.0,7.4,16.2,88.9,4.4,7.7,29.2,1.1,63.9,4.0
Richmond,VA,37.5546987201,-77.4171872269,1669,77.8,30.7,9.7,4.5,64.9,5.5,45.8,12.6,17.4,19.5,8.5,15.5,34.2,34.4,21.2,29.8,46.6,37.9,84.5,23.1,48.9,83.5,22.9,46.6,50.1,8.1,79.4,45.4
Baltimore,MD,39.3002266433,-76.679636023,3045,82.3,31.3,13.9,6.2,77.6,4.0,67.3,7.8,30.8,31.2,7.5,13.3,21.9,52.6,17.3,13.1,48.7,38.4,84.5,13.6,40.1,,13.3,32.1,46.9,5.3,82.7,21.0
Baltimore,MD,39.3411888581,-76.700083098,6045,83.1,33.1,13.0,7.0,80.8,4.2,67.7,8.0,31.6,32.0,8.1,13.0,20.1,54.9,18.2,12.5,50.1,39.4,84.8,12.6,38.8,,13.4,31.6,45.0,5.6,84.3,19.8
Alexandria,VA,38.7975701151,-77.0542738995,2769,72.8,19.6,18.8,5.5,83.2,2.1,75.3,3.6,42.8,40.6,3.7,8.2,11.4,75.1,7.4,7.8,27.2,30.2,84.5,9.0,25.3,88.4,7.7,14.5,30.7,2.0,76.4,7.7
Richmond,VA,37.5465206619,-77.5748159996,4706,77.1,27.1,16.6,8.6,86.7,2.9,73.5,5.5,41.4,43.2,6.7,8.0,12.2,78.9,10.1,8.0,34.5,37.6,83.1,8.8,25.4,85.3,9.6,18.3,31.0,3.0,83.0,8.2
Washington,DC,38.8878739778,-76.971276861,3670,75.3,15.7,23.8,2.2,52.1,3.1,42.0,7.8,16.4,16.6,4.6,11.6,38.2,42.3,11.4,21.1,39.2,34.2,80.7,18.3,39.6,85.8,15.1,31.2,49.5,4.1,63.3,36.3
Baltimore,MD,39.3504128664,-76.6043919959,4132,81.1,32.8,12.6,6.0,76.8,4.5,61.8,9.3,27.9,27.4,8.4,14.0,25.1,45.7,19.1,15.2,48.4,38.5,85.0,15.5,43.0,,15.7,36.0,47.9,6.3,82.0,26.1
Richmond,VA,37.5786984414,-77.4519260513,3163,77.3,25.1,16.4,6.9,82.6,2.9,70.2,5.5,36.5,37.8,6.1,8.8,14.3,74.1,11.2,9.8,36.5,36.2,84.5,10.1,29.3,85.4,10.3,20.7,35.1,3.3,81.8,11.0
Washington,DC,38.9362932029,-77.0664969011,4539,78.9,18.6,25.5,7.1,86.5,2.1,76.4,3.6,42.4,36.3,4.2,7.9,9.1,88.4,5.8,3.1,24.1,33.3,80.6,7.0,16.9,88.4,6.0,9.7,27.5,1.9,76.6,4.6
Washington,DC,38.9119189388,-77.0295156072,1955,73.9,11.8,32.4,3.6,80.1,1.6,70.3,3.0,35.0,32.5,2.6,8.1,14.0,82.6,5.0,5.2,18.9,25.5,82.7,8.6,20.0,88.0,5.9,10.4,32.7,1.5,65.8,7.6
Baltimore,MD,39.3432050708,-76.6655876913,4523,80.1,30.5,13.0,5.2,72.7,4.2,59.5,9.0,27.3,27.3,7.5,14.4,27.0,43.3,17.8,16.4,47.2,37.9,84.8,16.6,43.4,,15.5,36.9,48.9,5.8,80.3,28.2
Washington,DC,38.9219740441,-77.0055321679,2582,82.5,20.3,21.4,5.1,79.5,2.9,68.3,5.5,28.2,26.6,4.8,11.1,18.1,73.5,10.7,8.3,34.5,32.6,82.5,11.1,28.1,87.5,9.8,18.7,39.7,3.5,77.9,15.8
Washington,DC,38.8307311498,-76.9965577715,1693,82.3,23.8,16.8,4.2,70.1,4.0,54.5,9.0,19.4,18.2,5.8,14.0,30.3,52.8,14.6,14.2,39.7,34.7,82.1,17.5,38.9,87.1,15.6,30.8,47.6,5.5,74.9,33.2
Washington,DC,38.9041111336,-76.9777112277,2633,83.6,26.1,16.2,5.0,76.1,4.2,58.2,8.8,20.7,19.4,6.8,12.9,26.0,58.6,16.2,12.1,42.8,37.2,82.8,15.0,37.5,87.4,15.1,28.7,45.3,5.9,79.1,28.4
Baltimore,MD,39.2980948138,-76.6840555928,3281,81.6,29.4,14.0,5.7,77.2,3.8,66.0,7.3,30.5,30.8,6.8,13.2,21.8,52.5,16.2,12.9,45.3,36.2,85.3,13.7,39.9,,12.8,31.2,46.7,4.9,81.3,20.6
Washington,DC,38.8960049612,-77.0149463959,2998,73.4,9.9,30.8,2.9,74.2,1.5,70.4,2.7,31.7,29.9,2.1,8.8,12.9,81.7,4.4,5.3,16.2,21.9,84.2,9.4,18.2,85.6,5.3,10.4,32.2,1.3,64.6,8.4
Washington,DC,38.9170144539,-77.0275918943,4572,73.3,10.1,32.6,3.3,79.3,1.5,71.5,2.4,33.8,30.4,2.1,7.8,11.9,84.4,4.0,4.3,16.4,23.1,84.5,8.1,18.8,89.5,4.9,9.1,31.8,1.2,62.0,5.9
Washington,DC,38.9076255443,-77.0492482515,6671,74.1,12.6,29.6,4.2,78.6,1.7,72.1,2.9,37.9,32.4,2.9,8.1,11.3,84.5,4.6,4.0,17.9,26.2,81.3,8.4,17.5,87.3,5.4,9.6,30.3,1.5,67.8,5.9
Baltimore,MD,39.3171044979,-76.617526346,3269,75.0,29.9,14.8,5.6,74.9,4.2,57.7,9.1,29.1,26.7,8.4,12.2,24.9,46.4,16.8,14.9,41.7,37.9,83.2,15.5,38.3,,15.1,33.5,44.1,5.6,79.9,24.8
Richmond,VA,37.5435149908,-77.4698654016,2252,74.4,22.3,18.8,5.2,75.0,2.9,67.0,5.6,28.5,32.9,5.1,9.7,18.7,67.2,11.5,13.5,34.6,33.2,85.3,12.3,31.6,83.9,10.9,23.6,38.4,3.4,79.4,15.9
Baltimore,MD,39.2667302919,-76.6607022644,2590,71.6,28.6,19.4,6.5,74.8,3.0,63.1,8.7,38.6,35.5,7.3,11.5,25.6,56.4,10.5,11.9,34.2,38.1,79.1,15.1,31.2,,13.2,28.1,39.6,3.6,75.9,17.8
Baltimore,MD,39.3209128745,-76.5956087423,3149,79.9,31.1,13.1,5.2,72.3,4.3,58.8,9.5,26.3,26.9,7.9,14.6,28.2,41.9,18.6,17.7,48.1,38.6,84.6,16.9,43.8,,16.3,37.9,49.3,6.1,80.1,30.0
Baltimore,MD,39.327410877,-76.7016229565,4828,82.2,31.0,13.6,6.4,80.1,3.9,68.1,7.4,31.7,32.3,7.6,12.7,20.0,55.4,17.0,12.0,48.1,38.1,85.3,12.6,39.0,,12.7,30.0,45.3,5.2,83.0,18.7
Baltimore,MD,39.3036982234,-76.5930530519,1281,79.0,29.5,12.2,4.4,68.6,4.3,54.4,9.8,25.1,24.6,7.3,15.5,30.7,37.3,18.0,18.6,46.2,37.0,85.4,19.1,46.3,,17.0,39.7,50.8,6.0,78.0,32.0
Baltimore,MD,39.2833620292,-76.6663975436,2713,77.0,29.7,15.6,5.6,73.7,3.7,60.8,8.9,31.6,29.5,7.5,13.4,26.4,48.4,15.1,14.9,43.2,38.0,83.1,15.9,39.0,,14.7,33.1,45.8,5.0,78.9,24.5
Washington,DC,38.9559130631,-77.0241320119,5309,79.9,19.2,22.5,4.6,76.5,2.9,64.8,5.4,25.9,24.8,4.7,10.5,19.5,70.6,10.7,11.9,32.7,33.0,81.7,11.6,28.7,86.7,10.4,20.9,40.0,3.3,75.6,18.1
Richmond,VA,37.5797764386,-77.4382951565,1439,81.9,28.1,14.2,7.2,84.5,3.5,71.9,5.8,31.3,36.6,6.7,9.6,14.7,71.3,15.2,11.5,44.4,36.9,85.7,9.9,33.7,86.3,11.1,24.0,39.0,4.3,85.2,12.7
Richmond,VA,37.5626512826,-77.4297110526,1997,79.0,27.6,13.4,5.2,76.0,4.0,59.7,8.0,24.4,28.3,7.0,11.5,23.5,54.6,17.5,18.8,44.8,36.7,85.4,14.8,41.5,85.3,15.4,32.7,45.0,5.4,81.8,24.7
Baltimore,MD,39.280494607,-76.6538435528,3142,73.6,32.9,13.6,5.3,67.3,4.5,50.1,13.3,27.9,24.8,9.6,15.5,35.7,34.6,17.3,21.5,44.1,41.0,79.0,21.5,42.5,,20.4,42.6,47.7,6.4,77.0,36.2
Baltimore,MD,39.3402535648,-76.6433630962,2748,71.0,21.9,21.4,5.6,77.2,2.2,69.9,5.4,43.8,41.3,4.7,10.1,18.4,67.0,7.4,8.7,27.0,32.0,81.7,11.7,25.8,,8.9,20.2,36.5,2.3,73.0,11.0
Washington,DC,38.8452833886,-76.9743267079,3499,82.1,22.2,17.8,3.9,69.8,3.6,55.6,8.3,19.5,18.7,5.2,14.1,30.2,54.8,13.3,13.9,37.7,33.3,82.4,17.3,37.5,86.5,14.7,29.5,47.6,4.8,73.9,32.0
Washington,DC,38.8879113008,-76.9359192295,1296,84.1,25.7,17.3,5.3,78.2,3.9,61.3,8.2,22.5,22.2,6.3,12.8,25.3,61.9,15.2,11.6,41.9,36.5,81.7,14.2,35.8,87.4,14.0,27.2,45.1,5.3,79.3,25.0
Baltimore,MD,39.3365040188,-76.6503447893,1431,74.3,26.8,19.4,7.1,80.5,2.9,71.5,6.1,39.8,36.4,6.4,10.4,17.4,67.0,10.1,8.5,34.8,35.7,82.0,11.2,27.5,,9.9,21.9,36.2,3.4,79.5,12.8
Baltimore,MD,39.3124587763,-76.6527287617,3724,79.9,26.6,14.6,4.9,69.5,3.6,62.6,7.5,28.4,28.4,6.5,14.3,23.4,48.4,15.0,15.2,41.8,34.9,84.4,15.8,38.5,,13.1,32.6,47.0,4.8,78.3,25.2
Washington,DC,38.9107719573,-77.087586174,2869,75.4,15.3,27.6,5.2,81.7,1.9,72.1,3.6,40.0,34.2,3.5,8.2,11.5,84.6,5.2,4.0,19.4,29.3,80.5,8.4,17.9,87.5,6.2,10.5,29.7,1.7,70.2,5.9
Washington,DC,38.9156530114,-77.0520464941,2708,77.9,17.0,26.8,6.4,86.0,1.9,76.0,3.3,43.6,38.3,3.9,7.6,9.0,88.3,5.6,3.2,22.0,32.2,81.3,6.9,16.9,88.4,5.6,9.1,27.8,1.7,74.5,4.0
Washington,DC,38.8407214661,-77.023048405,3012,71.9,7.4,36.4,2.1,69.6,1.1,64.5,2.4,36.1,32.1,1.3,8.6,16.2,81.1,2.7,6.2,12.7,18.6,80.9,10.4,19.0,86.4,5.1,10.4,34.3,0.8,48.4,8.8
Washington,DC,38.8933925459,-76.958294192,1962,86.1,27.3,17.1,6.6,83.7,3.9,67.4,7.2,26.1,24.1,6.6,11.6,19.9,70.1,15.0,8.9,43.9,37.5,83.1,11.4,32.5,87.6,12.2,23.8,42.2,5.1,82.6,18.7
Baltimore,MD,39.3199464087,-76.612486875,3552,74.6,23.6,17.8,4.6,74.8,2.9,63.8,6.2,33.5,32.4,5.4,11.5,21.4,56.0,11.8,11.2,35.4,33.0,85.3,13.5,35.0,,11.1,25.9,42.5,3.5,76.1,16.8
Richmond,VA,37.5334080045,-77.4156923627,1544,70.5,17.4,22.2,4.4,76.2,2.1,69.0,4.3,31.8,36.9,3.8,8.9,17.0,72.2,7.9,11.5,25.8,28.0,84.6,11.4,27.3,84.6,8.7,18.6,35.5,2.3,74.4,12.6
