City,State,Latitude,Longitude,Population,Annual Checkup,Arthritis,Binge Drinking,Cancer (except skin),Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,COPD,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Pap Smear Test,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
Baltimore,MD,39.2880852188,-76.5740101202,3009,69.2,16.9,25.3,4.9,77.2,1.8,73.8,3.6,48.7,44.5,3.5,9.0,14.3,73.1,5.2,7.7,21.7,27.3,82.1,9.8,23.2,,6.5,15.3,33.7,1.6,68.4,7.7
Baltimore,MD,39.3614254595,-76.5928413188,4992,80.3,26.2,16.0,4.9,76.7,3.1,66.6,6.4,32.7,33.7,5.4,12.9,22.3,54.9,13.7,12.2,41.2,34.0,85.6,13.7,38.9,,11.7,28.9,47.1,3.8,78.8,17.2
Richmond,VA,37.5880852855,-77.4535481621,2821,74.1,22.3,18.4,5.5,81.6,2.5,67.5,5.4,35.9,39.9,4.8,9.2,17.0,72.4,9.6,10.4,31.2,33.3,84.0,11.4,30.8,85.8,10.4,20.3,36.3,2.7,77.5,10.8
Washington,DC,38.8851565661,-76.9311361548,2243,81.8,21.9,18.8,4.1,72.3,3.5,57.3,7.6,21.8,20.5,5.3,12.9,27.1,58.7,13.3,12.8,37.9,34.1,82.6,15.5,36.5,87.3,13.7,26.9,45.9,4.6,74.7,26.4
Washington,DC,38.8639864249,-76.9869812788,2425,82.7,24.1,17.1,4.5,72.2,4.0,56.1,8.6,20.2,19.3,6.2,13.3,28.0,56.2,14.9,12.9,40.5,35.7,82.2,16.1,37.5,87.3,14.9,29.1,46.3,5.4,76.5,30.0
Washington,DC,38.9015530096,-76.9911172684,1489,79.5,14.7,27.3,4.3,81.6,2.0,73.0,3.2,31.7,30.1,3.1,9.0,13.1,82.4,7.1,5.1,26.2,27.6,85.3,8.4,23.2,89.5,6.3,11.9,35.3,2.1,74.0,8.5
Baltimore,MD,39.306167261,-76.6417556449,3211,79.2,31.3,12.3,4.6,69.4,4.5,53.4,10.5,24.8,23.9,7.7,15.8,31.8,36.4,19.1,19.2,48.0,38.2,84.8,19.5,46.9,,18.2,41.2,51.5,6.4,78.9,34.4
Washington,DC,38.8660868826,-76.9637959927,3644,85.0,25.8,17.8,5.9,83.1,3.8,65.1,7.3,25.2,24.1,6.5,11.7,21.2,68.1,14.9,9.0,41.1,36.0,82.8,12.1,34.0,88.1,12.5,23.4,43.0,5.0,80.5,19.3
Baltimore,MD,39.2758115429,-76.6170685226,1953,68.2,14.9,25.8,3.5,70.1,1.7,68.2,3.9,38.9,37.4,2.9,10.3,18.7,65.4,5.5,9.2,21.4,24.5,83.7,12.0,25.4,,7.1,18.0,37.1,1.7,65.0,12.2
Washington,DC,38.916207588,-77.0388456331,3342,71.8,8.7,35.2,3.1,79.0,1.2,72.6,2.1,38.3,36.2,1.7,7.7,10.8,86.7,2.9,3.7,12.9,21.3,82.2,7.8,16.0,88.4,4.2,7.6,29.6,0.9,57.6,4.7
Washington,DC,38.8688417474,-77.0180491156,3715,82.5,20.5,22.4,7.1,87.7,2.5,76.3,3.8,39.0,35.3,4.6,8.5,9.4,86.3,8.2,3.6,29.8,33.7,82.3,7.0,20.8,89.6,6.6,11.3,31.2,2.5,79.8,5.7
Washington,DC,38.9538601473,-76.9984739959,3290,85.4,24.6,18.7,6.8,83.9,3.5,71.1,5.5,28.3,27.2,6.0,10.3,14.6,76.5,13.0,7.0,39.4,35.1,83.1,9.4,28.4,88.4,9.6,18.9,38.5,4.3,82.6,13.5
Baltimore,MD,39.291465734,-76.6361389089,977,81.2,36.4,12.0,6.3,76.7,5.0,59.7,11.2,26.8,26.0,10.5,14.3,28.1,42.2,22.4,16.7,55.1,43.9,84.2,16.3,44.6,,18.1,39.4,48.5,7.4,84.2,29.6
Baltimore,MD,39.3152409731,-76.6343812417,2613,80.3,31.3,13.0,5.5,78.0,4.2,60.8,8.7,28.8,28.0,7.8,13.5,24.2,47.7,18.3,13.6,46.8,37.7,85.5,15.1,43.0,,15.1,33.6,47.3,5.7,81.3,24.0
Washington,DC,38.8818415093,-77.0133613316,3410,78.8,14.9,25.4,4.2,80.5,2.1,70.6,3.5,34.3,30.8,3.2,9.2,13.6,80.6,6.9,5.5,24.6,28.1,83.5,9.1,23.3,88.8,6.8,12.7,35.7,2.0,71.5,8.4
Richmond,VA,37.5369016347,-77.4113357766,1155,78.2,31.5,12.6,5.7,74.7,4.9,57.4,10.0,22.3,24.8,9.3,11.4,26.4,48.4,21.2,21.1,50.0,41.1,85.0,15.9,43.8,84.3,18.3,37.4,45.3,7.0,83.8,30.0
Alexandria,VA,38.81168995,-77.1360237582,4482,71.5,16.7,19.1,3.9,75.9,2.1,68.9,3.8,39.4,38.0,3.3,8.8,15.5,66.5,7.6,14.3,27.2,28.6,83.2,11.1,28.4,86.5,9.0,18.7,35.8,2.0,71.0,11.3
Baltimore,MD,39.3628032417,-76.5797857598,6268,81.4,28.8,14.4,6.3,79.6,3.5,68.3,6.5,35.0,33.1,6.5,12.3,18.8,58.1,14.3,11.2,43.0,35.6,85.5,12.3,36.3,,11.5,28.1,44.2,4.3,81.3,16.1
Washington,DC,38.9305897622,-77.0254222296,2885,75.0,13.9,26.5,3.5,71.5,2.3,63.4,4.1,26.9,25.6,3.4,9.2,17.6,72.5,7.7,10.8,24.5,28.9,81.8,11.0,24.7,86.7,8.3,17.3,36.1,2.3,68.9,15.0
Baltimore,MD,39.2912222662,-76.6418543997,1895,79.1,32.2,12.4,5.0,72.9,4.7,55.7,10.6,24.9,23.7,8.3,15.2,30.4,37.6,19.8,19.4,47.1,37.8,84.9,18.5,46.0,,18.1,40.9,50.3,6.7,79.9,34.0
Baltimore,MD,39.3062372471,-76.5528013141,3230,70.5,31.7,17.2,6.8,73.0,3.7,59.4,10.9,36.1,32.7,8.8,12.2,27.5,49.6,12.6,17.3,36.4,41.2,77.2,16.9,33.2,,16.2,33.7,39.4,4.4,77.2,23.9
Alexandria,VA,38.8098126296,-77.1416736408,3948,75.1,25.7,15.5,7.3,83.9,2.8,72.1,5.5,43.3,39.7,5.9,8.5,13.4,70.4,9.9,11.1,32.5,35.5,81.5,10.0,26.0,85.8,10.4,19.8,31.5,2.9,80.1,10.6
Baltimore,MD,39.333353546,-76.6843826507,5214,81.4,31.6,13.3,5.9,77.2,4.2,63.4,8.4,28.7,29.3,7.8,13.5,23.8,48.6,18.1,14.2,48.4,38.3,85.2,14.5,41.8,,14.4,34.0,47.5,5.7,82.1,23.7
Washington,DC,38.9039351886,-76.9866495537,4119,83.3,23.2,19.4,5.4,78.6,3.6,64.3,6.5,24.8,23.0,5.8,11.3,20.1,68.9,13.2,9.2,39.3,35.3,83.1,11.9,31.5,87.8,11.5,22.0,41.5,4.5,79.3,19.4
Washington,DC,38.9322677462,-77.0211715256,4913,77.8,16.9,24.4,4.0,72.8,2.6,63.7,5.2,25.7,24.9,4.0,10.6,20.3,69.8,9.2,11.5,28.9,30.7,81.5,12.2,27.6,86.2,9.8,19.7,39.2,2.9,72.1,18.2
Washington,DC,38.8555133738,-76.9895724994,3063,81.5,20.2,18.5,3.4,69.6,3.3,55.3,7.7,19.2,19.1,4.3,14.2,30.6,54.6,11.9,14.0,33.2,29.9,82.4,17.9,37.6,86.3,14.1,28.8,48.1,4.2,70.7,30.5
Baltimore,MD,39.3265183384,-76.6298328089,3586,69.2,18.3,25.0,5.1,78.2,1.8,73.2,4.2,47.8,45.9,3.7,9.5,15.5,73.2,5.4,6.7,21.9,28.7,82.0,10.4,22.8,,7.0,15.4,33.5,1.6,69.3,7.8
Baltimore,MD,39.3084242748,-76.6036023517,2452,81.1,32.0,12.9,5.5,74.6,4.3,60.5,9.1,26.7,27.5,7.8,14.1,26.1,44.8,18.8,15.4,49.1,39.0,85.0,16.0,43.7,,15.5,36.7,48.9,5.9,82.0,26.4
Baltimore,MD,39.3312794594,-76.6384180756,1955,69.3,21.7,22.5,5.4,76.4,2.2,67.7,5.7,43.8,40.4,4.8,10.3,19.6,65.6,7.1,8.6,25.7,31.6,81.2,12.5,26.4,,9.3,20.0,35.9,2.3,71.3,11.7
Richmond,VA,37.5573089725,-77.4663257293,3152,67.4,14.5,24.6,4.2,71.8,1.7,71.6,3.6,38.6,41.4,3.3,8.0,13.3,77.1,5.5,8.9,20.6,27.1,84.0,10.3,21.9,83.4,6.9,14.3,30.6,1.6,70.6,8.2
Baltimore,MD,39.2886015076,-76.5421149649,4875,70.2,28.5,18.1,6.5,73.0,3.4,60.6,9.3,36.9,32.6,8.1,11.4,24.9,51.7,11.3,17.4,33.0,37.7,78.2,15.4,30.7,,14.2,31.3,38.9,4.0,75.8,22.0
Richmond,VA,37.4999850944,-77.4928828439,5660,68.5,21.4,15.9,3.6,60.8,3.5,50.7,7.9,22.8,25.0,6.0,10.9,27.5,43.9,13.8,34.8,34.5,35.2,82.6,17.8,39.5,82.2,16.7,38.0,43.4,4.2,72.7,32.0
Washington,DC,38.8831749899,-76.9814681769,2084,79.0,16.4,26.4,4.9,82.4,2.2,72.0,3.6,32.6,29.2,3.5,9.0,13.7,82.3,7.3,5.0,27.2,29.5,84.1,8.7,23.0,89.3,6.8,12.6,34.5,2.3,74.9,9.2
Washington,DC,38.914875287,-77.0014628972,1599,81.8,21.8,20.1,4.8,78.9,3.3,62.3,6.4,25.0,22.6,5.3,11.2,20.8,68.5,12.4,9.0,36.9,34.3,84.0,12.2,32.1,88.3,11.5,21.2,41.6,4.1,77.0,19.2
Baltimore,MD,39.2548945302,-76.6254793732,2059,79.1,25.5,14.9,4.6,72.9,3.4,62.6,6.9,30.0,29.0,5.6,13.6,23.3,49.7,14.0,14.4,39.7,32.9,86.0,15.1,39.6,,12.5,31.0,47.1,4.3,77.1,22.0
Baltimore,MD,39.3528692592,-76.6456860552,856,82.2,35.4,13.0,12.4,91.6,3.4,80.0,5.6,50.9,46.7,8.4,8.7,7.9,80.2,10.6,3.9,40.7,42.4,82.6,6.8,22.0,,8.2,16.7,28.1,3.4,86.6,5.2
Baltimore,MD,39.2865147077,-76.6021446793,2342,71.5,20.4,19.7,4.8,75.4,2.4,67.6,5.1,40.3,38.0,4.8,10.3,18.1,62.6,8.2,9.8,28.0,30.7,83.5,11.9,28.3,,9.0,21.3,38.1,2.5,72.3,12.5
Baltimore,MD,39.2491189064,-76.615689651,2018,80.1,27.3,14.7,5.1,73.4,3.5,64.9,7.2,29.6,29.5,6.2,13.7,23.1,50.8,14.9,13.7,42.6,34.9,85.6,14.9,39.5,,12.8,31.3,47.3,4.6,78.9,22.1
Baltimore,MD,39.317068302,-76.5644280327,6094,79.8,29.1,13.9,5.1,76.6,3.7,61.5,8.1,30.7,30.6,6.5,13.7,25.2,48.4,15.8,14.1,43.5,35.6,85.2,15.4,41.9,,14.2,33.3,47.9,4.8,79.4,22.4
Washington,DC,38.9265863021,-77.0517211589,3376,73.4,10.7,32.0,3.9,78.5,1.4,75.8,2.4,42.4,36.7,2.2,8.2,10.3,87.1,3.2,3.5,14.0,22.9,81.0,8.1,15.3,87.6,4.5,8.1,28.7,1.0,63.2,4.6
Washington,DC,38.8396610899,-76.9978352709,2473,83.2,24.6,17.6,4.6,74.0,3.9,58.2,8.5,21.1,20.6,6.1,13.2,27.6,58.1,15.2,12.4,41.1,36.2,82.3,15.6,37.6,86.9,14.7,28.4,46.5,5.3,77.6,27.6
Richmond,VA,37.4759013262,-77.4947524033,7291,74.5,25.1,14.3,4.5,71.3,3.7,55.3,8.3,26.1,28.3,6.4,11.3,26.4,49.7,15.2,24.1,37.8,34.7,84.0,16.7,41.5,83.9,16.2,35.0,44.7,4.6,77.3,26.6
Baltimore,MD,39.3125928621,-76.5604545792,778,75.6,32.1,13.3,5.6,70.1,4.3,54.7,11.6,30.0,28.2,8.2,15.2,31.4,39.4,16.1,18.3,41.6,38.5,81.3,20.0,42.2,,18.2,39.4,46.9,5.7,77.4,30.5
Baltimore,MD,39.3168271616,-76.5412504628,2648,78.4,24.1,16.2,4.3,75.8,3.0,64.5,6.4,30.9,32.5,4.9,13.3,23.8,51.6,12.6,13.4,36.0,30.3,85.4,14.8,39.4,,11.8,29.3,47.3,3.7,75.2,19.6
Washington,DC,38.9238892355,-77.0658962319,1455,78.9,20.3,23.7,7.2,86.2,2.3,73.6,4.5,39.8,36.0,4.8,8.2,11.2,85.5,6.9,4.2,25.1,35.1,79.7,7.9,18.0,86.8,7.2,11.9,28.7,2.2,77.0,6.4
Washington,DC,38.9425896045,-77.0165738251,2974,82.1,19.4,22.9,5.2,81.2,2.7,70.2,4.6,29.6,27.9,4.4,9.9,15.6,77.8,10.0,7.4,33.2,32.4,83.5,9.6,26.7,88.2,8.6,16.5,37.9,3.1,78.0,12.4
Alexandria,VA,38.8333876639,-77.1264548416,4429,68.3,17.8,17.3,3.9,72.1,2.4,62.8,4.9,36.3,34.6,4.2,8.6,18.0,58.2,8.4,19.9,26.1,30.0,81.2,12.6,28.5,84.0,10.9,23.5,35.4,2.3,70.0,16.2
Baltimore,MD,39.3430316844,-76.6050472084,2298,80.5,26.9,15.2,5.1,76.0,3.4,65.4,6.7,31.2,31.6,6.0,13.2,22.2,53.6,14.6,12.8,42.9,34.7,85.4,13.8,39.2,,12.1,29.7,46.8,4.3,79.4,19.6
Baltimore,MD,39.3189719159,-76.677813575,4223,81.4,31.3,13.3,5.8,77.5,4.1,62.9,8.2,28.7,28.5,7.7,13.3,23.3,49.1,17.9,13.8,48.1,38.0,85.6,14.3,41.8,,14.3,33.8,47.4,5.7,82.0,23.1
Washington,DC,38.8918302632,-77.0006227874,2918,74.1,12.7,31.9,4.4,79.9,1.5,75.2,3.1,40.7,37.0,2.7,8.3,11.9,86.2,4.0,3.8,16.5,25.8,81.2,8.6,16.9,87.1,5.4,8.9,29.3,1.3,66.7,5.1
Baltimore,MD,39.3138808689,-76.6123829748,1313,76.1,24.1,16.1,4.0,70.7,3.3,58.0,7.0,27.4,27.8,5.4,13.1,25.0,47.9,13.4,14.8,39.3,33.3,85.4,15.7,40.3,,13.0,30.8,46.7,4.1,75.2,23.7
Washington,DC,38.928354735,-77.0595624327,3189,76.8,15.3,28.4,5.7,84.9,1.7,76.0,3.1,42.9,38.8,3.2,8.0,9.6,88.4,4.7,3.2,19.2,29.5,80.9,7.4,16.5,88.0,5.4,8.7,28.1,1.4,71.7,4.1
Baltimore,MD,39.2878034838,-76.5803528009,2208,67.3,14.0,28.0,4.2,75.3,1.4,74.5,3.0,49.3,44.6,2.8,8.8,13.6,75.2,3.9,6.3,18.2,24.4,82.7,9.5,20.9,,5.5,13.0,32.5,1.2,63.9,6.4
Baltimore,MD,39.2860015387,-76.7033394658,5073,77.6,26.2,16.7,5.3,77.9,3.1,65.5,6.8,35.7,34.1,5.9,12.4,21.9,56.4,12.6,11.6,37.7,33.9,84.3,13.7,36.3,,11.7,27.2,44.0,3.7,77.6,17.0
Washington,DC,38.9434460988,-76.9845275919,2910,86.1,24.5,18.7,7.5,87.8,3.3,74.3,4.9,32.4,30.0,5.8,9.6,11.8,82.0,11.9,4.9,40.1,36.5,84.1,7.9,25.8,89.2,8.5,15.5,35.9,3.8,83.5,9.4
Baltimore,MD,39.2935830972,-76.570875696,3253,69.9,20.6,20.0,4.0,66.9,2.6,59.9,6.4,35.3,33.3,4.8,11.9,24.6,51.4,9.5,18.8,30.7,32.3,82.1,15.3,33.4,,11.8,28.8,42.3,2.8,69.7,20.3
Baltimore,MD,39.297134935,-76.6227945408,1602,76.4,25.0,16.0,4.6,73.8,3.2,63.7,7.0,33.0,30.9,5.7,13.1,22.9,52.4,12.9,12.6,36.8,32.8,85.6,15.0,37.5,,12.3,28.4,44.8,3.9,76.2,19.7
Washington,DC,38.9228678918,-77.0343295539,5763,75.0,11.4,27.6,2.8,70.5,1.8,65.1,3.5,29.0,26.0,2.5,9.8,16.8,75.1,5.6,8.9,19.4,24.5,83.1,11.3,23.0,87.1,7.2,14.9,36.0,1.7,62.7,12.3
Washington,DC,38.8875982141,-76.989959719,3775,76.2,14.4,30.0,5.1,84.6,1.7,75.8,3.0,40.6,36.6,3.0,8.0,10.5,87.7,4.8,3.2,19.3,27.9,81.5,7.6,17.8,89.0,5.4,8.7,29.3,1.5,70.5,4.7
Baltimore,MD,39.2942438046,-76.5855105636,1800,72.1,20.0,19.4,4.1,72.7,2.5,65.3,5.3,36.2,32.9,4.2,11.4,20.2,58.3,9.1,12.1,29.4,29.5,85.7,13.3,32.4,,9.8,23.8,40.9,2.7,71.8,15.6
Washington,DC,38.9489550754,-77.0884651956,7436,78.0,16.7,27.1,6.2,84.3,1.9,75.2,3.4,42.7,37.1,3.7,8.0,9.5,88.5,5.2,3.2,21.0,31.0,80.5,7.5,16.5,86.8,5.8,9.4,27.9,1.7,73.9,4.8
Richmond,VA,37.5259479401,-77.5105037097,4961,75.1,21.1,18.6,5.6,79.0,2.5,69.5,4.9,36.2,39.0,4.7,9.0,16.0,72.2,9.2,11.8,31.0,31.6,84.4,10.8,29.4,85.6,9.5,20.5,36.7,2.6,77.3,11.3
Washington,DC,38.9093385463,-77.0748289955,3916,68.3,4.8,28.3,0.9,39.4,1.1,58.6,3.9,26.8,21.3,1.2,11.7,22.1,64.3,1.7,10.6,9.1,13.2,77.1,19.2,16.8,70.7,7.0,17.3,34.9,0.7,25.5,26.9
Alexandria,VA,38.8003540961,-77.0440466152,2167,76.0,24.2,17.5,8.5,90.3,2.2,80.4,3.7,51.3,49.1,4.9,7.2,7.7,84.2,7.1,4.6,29.6,36.3,82.9,6.8,20.6,88.1,7.0,11.5,25.1,1.9,81.1,4.1
Washington,DC,38.9338466308,-77.0298980442,3962,74.5,11.5,30.2,3.3,76.0,1.7,68.2,3.0,30.0,28.8,2.5,8.4,14.4,79.7,5.6,8.1,19.6,25.1,83.1,9.3,21.4,87.7,6.4,12.9,34.0,1.6,66.1,10.0
Baltimore,MD,39.2773421636,-76.690191568,2910,78.8,25.4,16.1,4.6,74.3,3.1,63.9,6.7,33.1,33.0,5.3,13.2,23.8,52.4,13.1,13.1,40.6,33.7,85.3,14.7,39.6,,12.2,29.4,47.5,3.8,76.9,18.5
Baltimore,MD,39.3499695072,-76.5949826113,4043,81.8,28.0,15.0,5.8,78.6,3.4,70.4,6.5,33.1,34.4,6.2,12.8,19.6,57.5,14.9,11.5,43.3,35.1,85.3,12.6,37.8,,11.4,27.9,45.5,4.3,81.0,16.4
Baltimore,MD,39.2946533124,-76.5751513665,3222,70.3,20.5,18.6,3.7,67.5,2.8,58.7,6.5,33.3,31.0,4.7,12.0,24.7,48.5,10.1,18.7,30.1,30.5,83.1,15.8,35.5,,12.2,29.8,43.2,3.1,68.9,22.0
Richmond,VA,37.5473722148,-77.40315467,3811,78.1,30.6,9.9,4.6,64.9,5.4,48.0,12.0,17.6,20.1,8.6,14.5,33.0,35.5,21.4,28.8,47.6,38.8,84.9,21.7,48.9,83.9,21.9,45.9,49.7,7.9,79.9,43.9
Richmond,VA,37.5463545164,-77.4206771095,5115,74.7,27.3,12.6,3.9,60.6,4.9,45.4,11.4,17.3,19.4,8.4,13.2,36.1,33.0,20.0,32.2,46.7,38.3,83.8,21.4,48.8,82.8,21.5,44.9,50.2,7.3,76.3,46.2
Washington,DC,38.9113297971,-77.0244761699,2087,76.8,16.0,25.2,4.0,74.5,2.3,66.6,4.6,29.1,26.4,3.5,10.0,18.0,74.4,7.7,7.6,26.8,29.9,83.1,11.2,25.1,87.8,8.5,16.1,36.9,2.5,71.4,14.2
Baltimore,MD,39.3024002994,-76.6681039974,5615,80.3,32.3,12.2,5.4,73.1,4.8,57.3,10.0,24.7,24.2,8.6,14.6,28.0,39.8,19.6,17.4,48.0,37.9,85.2,17.3,45.2,,17.0,39.3,49.7,6.8,80.5,31.9
Baltimore,MD,39.331027381,-76.6599144713,4215,81.2,35.6,11.6,6.1,75.4,5.1,58.7,11.0,25.5,25.5,9.5,14.7,28.0,40.5,21.8,17.2,52.5,41.5,84.6,16.9,45.5,,18.0,40.3,49.2,7.4,83.2,30.8
Washington,DC,38.9646861836,-77.0236318265,4016,84.0,23.6,19.2,6.2,83.3,3.4,68.7,5.7,28.1,26.2,5.7,10.3,15.9,75.2,12.6,7.9,38.2,35.4,83.0,9.9,28.9,88.4,10.1,19.6,38.7,4.1,81.1,14.6
Washington,DC,38.9102016818,-76.9444388681,2445,83.5,25.8,16.2,4.8,73.2,4.3,55.9,9.2,20.5,18.5,6.6,13.7,27.1,56.6,15.9,12.8,41.4,36.5,82.5,16.3,37.5,87.2,15.6,29.7,46.0,5.9,78.1,30.9
Richmond,VA,37.4819227192,-77.460471681,6635,77.2,27.8,13.4,5.4,73.4,4.0,58.5,8.7,26.6,28.3,8.0,11.4,25.0,51.7,17.0,22.1,43.4,37.7,84.4,15.6,40.6,83.9,16.3,35.0,44.2,5.5,80.7,26.9
Richmond,VA,37.5405987399,-77.5422727887,3410,76.3,27.2,15.9,7.3,80.7,3.3,68.4,6.8,35.2,37.0,7.3,9.2,16.9,69.1,12.2,13.5,37.2,37.5,82.2,11.3,30.1,84.2,11.9,24.2,35.6,3.8,81.8,14.1
Baltimore,MD,39.3070323773,-76.5932887308,1137,80.4,33.3,11.9,5.4,72.6,5.0,55.7,10.3,25.0,23.6,8.9,13.9,28.3,38.4,21.2,17.0,51.8,40.6,85.4,17.1,47.2,,17.6,40.2,50.1,7.1,81.7,31.7
Alexandria,VA,38.8080757531,-77.1194059499,3468,71.9,17.4,20.5,5.4,86.9,1.7,77.5,2.9,49.0,47.3,3.0,7.2,9.4,81.7,5.6,6.0,22.9,29.9,83.9,7.6,21.5,87.8,6.4,11.6,28.7,1.4,73.5,4.1
Washington,DC,38.9229021017,-76.9540208796,2732,86.4,29.7,15.2,7.5,82.8,4.4,69.6,7.8,25.4,24.1,7.7,11.4,17.5,70.4,16.5,8.5,46.2,40.0,82.6,10.8,30.9,86.9,12.4,23.9,39.8,5.8,84.8,18.4
Baltimore,MD,39.3254943788,-76.5901825329,3402,80.3,30.8,13.9,5.6,75.0,4.0,61.8,8.8,28.3,29.3,7.7,14.1,26.4,45.5,17.8,16.7,47.2,38.1,84.0,15.5,41.6,,15.0,36.0,48.2,5.6,81.0,26.6
Washington,DC,38.9008675863,-77.0136052714,1802,77.9,16.9,24.7,5.0,79.3,2.5,71.1,4.0,31.0,26.9,4.1,8.9,14.2,78.7,8.1,5.9,27.4,30.1,84.2,9.2,22.3,88.1,7.4,14.1,34.8,2.7,75.7,10.9
Richmond,VA,37.5511170737,-77.4577009327,4032,67.4,15.9,19.7,3.7,60.3,2.3,63.6,5.3,30.8,31.4,4.4,9.6,16.8,65.3,7.2,12.7,21.4,28.0,82.6,14.8,24.6,78.5,9.6,20.8,33.4,2.4,69.9,16.6
Washington,DC,38.8490260955,-76.9995131738,4365,83.1,23.7,18.9,4.6,77.2,3.7,59.1,7.9,22.5,22.6,6.3,12.3,26.1,61.3,14.9,11.3,40.7,36.1,82.2,14.3,36.4,87.3,13.8,25.7,45.6,4.9,77.5,23.8
Washington,DC,38.8918319575,-76.9478990099,3373,84.9,26.3,17.9,5.9,79.8,3.9,64.1,7.8,24.1,22.6,6.7,12.2,22.9,65.8,15.2,10.3,43.1,37.2,82.2,12.9,34.0,87.2,13.1,25.3,44.1,5.2,80.6,22.2
Baltimore,MD,39.3059215705,-76.5764340488,2937,82.9,35.4,11.7,7.0,80.9,5.0,63.2,9.4,28.4,27.9,9.6,13.5,22.8,47.5,20.7,14.6,50.0,38.6,84.3,14.2,42.1,,15.6,36.5,46.9,7.0,84.3,25.6
Washington,DC,38.9039989156,-77.0419808973,1838,72.0,9.6,31.2,3.1,71.0,1.4,71.3,2.6,38.8,33.0,2.2,8.4,11.4,83.4,3.4,4.4,13.6,22.1,81.6,9.3,15.6,84.8,4.9,9.3,29.7,1.1,60.4,6.2
Washington,DC,38.9488439655,-77.0138620969,3087,81.1,22.3,20.2,5.0,77.1,3.4,62.4,6.7,24.4,22.6,5.6,11.1,21.6,66.6,12.9,11.5,37.2,35.4,82.1,12.6,32.0,87.3,12.1,23.4,41.7,4.3,77.5,21.0
Richmond,VA,37.5379059672,-77.4404088218,4029,66.8,10.5,20.8,2.3,60.0,1.6,61.0,3.3,31.7,33.2,2.6,8.4,15.6,66.5,5.5,13.0,18.5,22.7,84.9,12.5,23.0,76.8,7.3,18.5,36.0,1.5,62.2,13.7
Richmond,VA,37.565233744,-77.4621116157,3900,68.7,10.4,21.6,2.1,55.6,1.7,62.8,3.6,28.0,30.1,2.4,10.1,17.2,65.0,5.5,14.9,19.0,21.0,86.6,14.5,25.6,78.6,7.7,19.6,37.1,1.6,60.4,17.2
Washington,DC,38.9236739747,-77.0296266678,4208,75.2,13.7,27.5,3.7,76.3,2.1,66.1,3.7,28.8,26.3,3.1,9.1,16.1,76.4,6.7,7.4,22.3,26.5,83.1,10.3,23.6,87.8,7.4,14.4,35.4,2.1,68.7,12.4
Richmond,VA,37.4779642707,-77.43171018,3585,73.6,26.2,13.6,4.4,67.2,4.0,52.2,9.6,22.1,26.2,7.3,12.1,29.7,43.3,16.8,29.5,40.0,36.8,82.9,18.4,43.1,83.2,18.4,39.6,45.8,5.4,77.2,33.5
Washington,DC,38.8961938656,-76.9866545148,2784,78.5,14.9,27.8,4.7,83.3,2.0,74.0,3.1,33.2,31.2,2.9,8.8,12.2,84.6,6.3,4.3,24.0,27.4,84.0,8.2,21.6,89.4,6.0,10.9,33.6,1.9,73.4,7.4
Richmond,VA,37.513398535,-77.5008710596,3423,75.3,25.0,15.7,5.4,72.2,3.4,63.1,7.2,28.4,31.2,6.4,10.6,21.8,58.2,13.9,20.6,38.5,36.2,83.3,14.2,35.5,83.2,13.7,30.5,41.5,4.2,79.5,20.7
Baltimore,MD,39.2764288631,-76.6406859148,3373,72.6,25.9,16.4,4.9,72.1,3.4,58.2,8.4,32.0,29.7,6.6,12.6,26.8,47.1,12.7,15.1,34.5,34.1,81.6,16.5,36.0,,13.9,31.9,43.9,4.2,74.6,23.6
Washington,DC,38.9062165422,-77.0188944239,2922,77.2,16.7,23.9,4.1,74.5,2.5,64.7,4.8,27.2,25.6,3.8,9.9,18.5,72.6,8.7,8.3,27.6,30.5,82.5,11.2,24.7,85.4,8.8,17.8,37.9,2.8,73.4,15.3
Washington,DC,38.8970373408,-77.0008008935,2279,74.4,11.4,33.3,3.9,81.4,1.4,75.5,2.5,39.2,35.2,2.2,8.1,10.9,87.3,3.9,3.4,16.5,24.4,83.4,7.8,17.4,88.8,4.8,8.1,30.0,1.2,65.6,4.8
Alexandria,VA,38.8327439856,-77.1133333271,3777,73.1,18.9,17.3,4.1,76.9,2.3,66.6,4.6,39.6,37.4,4.0,8.9,17.9,62.0,9.2,14.2,32.4,31.1,82.9,11.6,31.6,86.3,10.2,21.2,38.1,2.4,73.4,12.9
